p_val,avg_log2FC,pct.1,pct.2,p_val_adj
THEMIS2,8.26514297442921e-18,0.454507358320096,0.302,0.189,1.17414621094741e-13
NT5C,1.28165642519776e-21,0.453559263044738,0.362,0.222,1.82072111763594e-17
FLNA,1.35613214870261e-39,0.45303635963852,0.782,0.597,1.92652133044692e-35
GALC,2.03736620731829e-24,0.452989705768909,0.171,0.073,2.89428243411637e-20
GLIPR2,1.71049116424135e-21,0.450654506769206,0.419,0.276,2.42992374792126e-17
PARP8,2.14620419081208e-24,0.450586337585754,0.502,0.342,3.04889767346763e-20
PPIB,5.4260816857456e-57,0.450300284085602,0.862,0.733,7.70829164277019e-53
NDUFB2,1.62098999138705e-34,0.450104769926402,0.718,0.595,2.30277838176445e-30
SEPTIN7,6.40452400317538e-93,0.449643899486567,0.952,0.86,9.09826679891095e-89
NR4A2,1.75977598464347e-18,0.44945725664685,0.302,0.181,2.49993776378451e-14
EBP,1.33154998473816e-22,0.449068347946204,0.32,0.183,1.89159990831903e-18
FMNL1,3.42870617447358e-31,0.449008409561191,0.707,0.57,4.87081999145717e-27
RAB29,3.53587252731926e-21,0.44880986337608,0.358,0.22,5.02306051230974e-17
GZMK,9.11797074427951e-14,0.448552497371213,0.246,0.146,1.29529892393235e-09
RPA2,2.35407736918305e-19,0.448027591305316,0.359,0.228,3.34420231066145e-15
MEX3C,3.43543949767347e-23,0.447231566797988,0.252,0.13,4.88038535039493e-19
CNOT6L,3.36596427067324e-26,0.446882116021105,0.614,0.451,4.78168884291841e-22
ABCA2,1.27797514590073e-34,0.446598863680297,0.136,0.04,1.81549149226658e-30
ENPP4,6.61193472370284e-29,0.445836435670153,0.156,0.057,9.39291446849225e-25
CTBP1,4.42529235856901e-21,0.445739242507569,0.472,0.332,6.28657032458314e-17
RAC2,1.8651943352391e-65,0.443277125031654,0.906,0.784,2.64969507264067e-61
ITPRIP,1.51338681469222e-23,0.442758306235088,0.194,0.09,2.14991730895177e-19
ADGRG5,7.04338762173573e-38,0.4410767148128,0.122,0.031,1.00058364554378e-33
OPTN,3.34949317843743e-22,0.441044600896112,0.476,0.314,4.75829000928822e-18
MACF1,6.09288611214275e-24,0.440845831298679,0.563,0.416,8.65555401091e-20
HELZ,7.34420974629857e-20,0.440256208714368,0.474,0.345,1.04331843655918e-15
SLFN12L,1.19648082415105e-22,0.440235125788258,0.273,0.144,1.69972065878899e-18
KDELR2,1.81707539513028e-19,0.438989034618218,0.397,0.27,2.58133730632208e-15
POLR2L,4.84778954040371e-37,0.437900503945381,0.748,0.617,6.88676982109751e-33
DGKZ,2.75912181653133e-20,0.437171927622703,0.514,0.377,3.91960845256441e-16
SMAD5,2.18768945141473e-23,0.43586427409032,0.187,0.085,3.10783163467976e-19
IFNGR1,3.98212123079933e-13,0.435558990423489,0.316,0.221,5.65700142047353e-09
CBX4,7.4599930631527e-18,0.435135523390255,0.384,0.262,1.05976661455147e-13
AKT1,2.58722524691139e-20,0.434749516928846,0.328,0.201,3.67541218576232e-16
ASCL2,2.42654971429305e-16,0.432931459796158,0.179,0.093,3.44715652412471e-12
PLCB1,4.93348307336804e-26,0.431967178405524,0.165,0.066,7.00850605402664e-22
JAKMIP2,4.20942785375052e-30,0.430979110374039,0.118,0.035,5.97991320903799e-26
MAPRE2,1.99810526778564e-18,0.428780308849876,0.321,0.201,2.83850834341628e-14
AP2A1,1.6624764730952e-19,0.426580203318149,0.27,0.157,2.36171407767904e-15
FBXO6,9.05877811009741e-20,0.425486072493196,0.187,0.092,1.28689001832044e-15
PPP1R18,1.06829079097023e-20,0.425127665501267,0.545,0.411,1.51761389765231e-16
AGK,4.1523615267098e-26,0.425087178663611,0.227,0.104,5.89884478484394e-22
RNF213,4.08053163302859e-48,0.424801001893405,0.843,0.703,5.79680323788041e-44
ARAP2,1.53292648009704e-21,0.424626252233731,0.413,0.264,2.17767535762586e-17
SIGLEC7,1.59495892402315e-37,0.423979782326026,0.125,0.034,2.26579864746729e-33
CLDND1,5.95228805187091e-20,0.42348306184688,0.47,0.322,8.45582040648782e-16
CALM1,2.0310876396734e-135,0.422723026217318,0.999,0.956,2.88536310092003e-131
SKAP1,7.54692218572645e-23,0.422344326285554,0.578,0.403,1.0721157657043e-18
HEXA,1.44982613455927e-19,0.422253932654307,0.363,0.23,2.0596230067549e-15
CDC42SE1,1.0986792176858e-44,0.422195659050396,0.829,0.703,1.56078369664444e-40
HMGN3,2.65965355473966e-20,0.421786958548447,0.532,0.392,3.77830383986316e-16
CD53,3.68307284021772e-37,0.421482212492388,0.782,0.653,5.23217327681329e-33
ZBTB1,4.18636473072132e-18,0.420265636738429,0.397,0.271,5.94714973646271e-14
FUT11,7.17851641893852e-21,0.417239300176829,0.2,0.098,1.01978004247441e-16
XBP1,3.17462159820995e-19,0.416381400252205,0.546,0.417,4.50986744241706e-15
MAPK1,2.00896028534323e-17,0.416104940229335,0.423,0.304,2.8539289813586e-13
BUD31,4.58427809743139e-18,0.41588140938614,0.456,0.326,6.51242546521103e-14
RAP1B,7.45016251241437e-64,0.415824932180646,0.907,0.797,1.05837008651358e-59
MADD,2.49552703450659e-18,0.415520870282057,0.203,0.106,3.54514570522006e-14
APOBEC3C,8.24229674727292e-15,0.414912007707552,0.414,0.303,1.17090067591759e-10
GALNT11,1.45837432880236e-16,0.412668189125615,0.273,0.164,2.07176657149663e-12
POLR2G,8.5635613898842e-19,0.412130073462518,0.398,0.264,1.21653953104695e-14
RGS3,4.161494728718e-29,0.411329569954494,0.142,0.049,5.91181941161679e-25
TCF25,1.87099758627431e-28,0.410463053670419,0.712,0.6,2.65793917106129e-24
UBE2M,3.61078448865628e-18,0.410443221555523,0.469,0.345,5.12948044458511e-14
RORA,3.77203980452486e-24,0.410248268116099,0.586,0.396,5.35855974630801e-20
C1orf56,3.71143812837608e-42,0.409795241301724,0.847,0.723,5.27246900517106e-38
YPEL3,1.15464811869952e-32,0.40972413961665,0.766,0.635,1.64029311742454e-28
PTPRA,6.42487606859225e-19,0.4096619993651,0.524,0.386,9.12717894304216e-15
CARD11,1.1884021120122e-21,0.409529506462351,0.216,0.104,1.68824404032453e-17
SYTL1,9.12470212347043e-18,0.409128869491029,0.414,0.282,1.29625518366021e-13
TSPYL2,3.42374908172392e-11,0.408240315564421,0.321,0.227,4.863777945497e-07
ACAA2,9.04140273312061e-16,0.408139346075143,0.296,0.189,1.28442167226711e-11
LYST,6.43136636178076e-16,0.408114465331641,0.439,0.314,9.13639905354574e-12
GAB3,1.40251543808755e-19,0.407211585755866,0.241,0.132,1.99241343134717e-15
RAB8B,6.61619358955229e-17,0.406649342042347,0.388,0.268,9.39896461331798e-13
CD96,5.66126620061184e-18,0.404885045196008,0.451,0.307,8.04239476458918e-14
RAB11FIP1,6.68677420226549e-17,0.403544313738649,0.362,0.239,9.49923143173835e-13
NPC1,1.19019726994929e-20,0.401099349917809,0.187,0.089,1.69079424168996e-16
P4HB,4.52768296833421e-18,0.400964755741874,0.546,0.423,6.43202642481558e-14
CTDSP1,3.56250734200947e-17,0.400629244469504,0.466,0.338,5.06089793005866e-13
LYAR,4.45118116376867e-20,0.400364394345223,0.476,0.312,6.32334796124977e-16
FDPS,7.68957100420264e-16,0.400113408524394,0.343,0.23,1.09238045685703e-11
IQGAP1,2.78595277478826e-32,0.399869233413285,0.755,0.597,3.95772451186421e-28
CKLF,1.44018574095224e-15,0.398605793003565,0.47,0.361,2.04592786359675e-11
CERS4,3.9375237141422e-30,0.3979772075646,0.127,0.039,5.5936461883104e-26
NOTCH1,9.11619589203494e-20,0.397880864421519,0.158,0.072,1.29504678842248e-15
NCOA1,3.20145935429046e-15,0.3978052106011,0.357,0.249,4.54799315870503e-11
DHRS3,2.00376744346066e-21,0.39669906208587,0.204,0.095,2.84655203018022e-17
REL,6.7515378965031e-19,0.395750442843762,0.55,0.43,9.59123473577231e-15
AGPAT4,4.14770664002246e-18,0.394894728768151,0.171,0.083,5.89223205281591e-14
CALCOCO1,4.20780019125711e-16,0.394207728812736,0.298,0.185,5.97760095169985e-12
SDF2L1,1.50660415004252e-16,0.39374024377235,0.332,0.21,2.1402818555504e-12
LY6E,5.95202610812676e-36,0.392844722235111,0.821,0.698,8.45544828920488e-32
H2AFX,5.38203333068473e-24,0.391965526156927,0.158,0.063,7.64571654957073e-20
ASL,7.2840768299453e-21,0.390463655047439,0.177,0.082,1.03477595446203e-16
NAALADL1,1.8127147658252e-28,0.389673012998973,0.124,0.039,2.57514259633127e-24
PTPN2,1.97318706287305e-15,0.389288001157179,0.499,0.391,2.80310954151745e-11
RBM8A,8.70533062184268e-20,0.388856562529368,0.6,0.482,1.23667926813897e-15
CLASP1,1.71649308652432e-21,0.386990703827103,0.198,0.094,2.43845007871644e-17
GPATCH8,4.2894294630437e-16,0.385402107373916,0.476,0.36,6.09356349519988e-12
ZC3H18,7.09128030379258e-15,0.385206584480123,0.314,0.205,1.00738727995677e-10
LMAN2,7.07690981836054e-14,0.384836330723904,0.444,0.334,1.0053458087963e-09
SUGP2,1.67033251083836e-13,0.384370819250118,0.296,0.196,2.37287436489697e-09
CEBPD,9.11918403809275e-23,0.3817291303713,0.352,0.193,1.29547128445146e-18
CISD3,1.06789390347946e-14,0.381701671732088,0.27,0.171,1.51705007928292e-10
PCSK7,1.27846930158636e-21,0.38162793387382,0.651,0.523,1.81619348983358e-17
DERL1,2.95098307305921e-14,0.37933411567979,0.312,0.208,4.19216655358792e-10
COMMD7,5.61564514890297e-16,0.378191217624417,0.407,0.282,7.97758549853156e-12
CCDC107,1.16481077692701e-15,0.378186322508937,0.357,0.237,1.65473018970252e-11
PKN1,1.72971944603743e-17,0.378029424600087,0.531,0.397,2.45723944504077e-13
TAPBP,3.12545224908152e-43,0.377949940273512,0.853,0.74,4.44001746504521e-39
TMX4,6.58119481797089e-15,0.376719041466701,0.421,0.304,9.34924535840944e-11
SPPL2A,7.33069133560176e-15,0.376620838226573,0.368,0.255,1.04139801113559e-10
NCOA7,1.2689927784009e-12,0.375659531288798,0.337,0.233,1.80273114099632e-08
IRF1,7.21883497441684e-35,0.375249548531394,0.847,0.743,1.02550769646566e-30
SPSB3,8.19184311191896e-15,0.374905523415263,0.385,0.269,1.16373323247921e-10
PARP15,6.48515087265182e-16,0.374226048612354,0.224,0.123,9.21280532968918e-12
HIPK1,9.64647149213241e-13,0.37361809588956,0.386,0.286,1.37037774017233e-08
TMEM184B,5.96182385553822e-28,0.37306543009287,0.124,0.04,8.46936696917759e-24
ADRB2,5.45024491688183e-23,0.372605474393927,0.136,0.052,7.74261792892233e-19
HDDC2,1.32922947699782e-14,0.371549842830182,0.37,0.252,1.8883033950231e-10
KLHDC4,1.17461491060325e-15,0.371213978185487,0.239,0.138,1.66865794200298e-11
STK26,1.36245143714709e-14,0.370848708283225,0.262,0.161,1.93549851161116e-10
TMEM181,2.99703903086348e-15,0.370779228758207,0.228,0.131,4.25759364724466e-11
MLLT6,2.20233934894062e-16,0.370602016213952,0.517,0.383,3.12864327910505e-12
DENND2D,2.27262229406103e-16,0.370408431508409,0.335,0.206,3.22848723094309e-12
CDKN2D,6.49953956908385e-19,0.37016069610954,0.644,0.534,9.23324591184052e-15
WIPF1,1.27605686895883e-23,0.369736974176742,0.71,0.587,1.81276638804291e-19
GADD45B,1.49862087403302e-12,0.369672055299019,0.398,0.294,2.12894081365131e-08
SH2D1A,4.11462130276347e-17,0.36925212736194,0.314,0.188,5.84523102270579e-13
RAB9A,5.93749184936338e-14,0.36924849373428,0.273,0.173,8.43480092120562e-10
KLRK1,6.51792429440256e-25,0.368987157000165,0.14,0.051,9.25936325262828e-21
DGKQ,1.1579096269163e-17,0.368308646087844,0.156,0.073,1.64492641599729e-13
STARD3NL,3.53766487470189e-12,0.368166408315834,0.211,0.132,5.02560672100151e-08
GSE1,2.23423385971287e-14,0.367908552374451,0.187,0.104,3.1739526211081e-10
AGTRAP,5.68956849710929e-13,0.367863262243847,0.339,0.234,8.08260100699346e-09
CRELD2,4.49517857166017e-14,0.367029578972447,0.223,0.131,6.38585067890044e-10
AXIN1,7.45273108537054e-17,0.366791905281581,0.203,0.107,1.05873497798774e-12
PGRMC2,1.3960549681908e-12,0.366215046471843,0.274,0.176,1.98323568781185e-08
CRIPT,3.83064316535203e-15,0.365677695730643,0.322,0.207,5.4418116806991e-11
PPP2R5C,7.65134979080263e-37,0.365350697710141,0.856,0.727,1.08695075128142e-32
WDR45,3.42289273603361e-12,0.365290941429458,0.251,0.162,4.86256142080935e-08
SCLT1,1.11110712160317e-12,0.365228872614763,0.221,0.136,1.57843877694947e-08
ANTKMT,8.77810253198994e-14,0.36483632228691,0.258,0.162,1.24701724569449e-09
TADA3,3.76698452347763e-13,0.364783069300601,0.339,0.237,5.35137821405233e-09
SUSD1,2.11107857156218e-16,0.364391328062163,0.13,0.059,2.99899821876123e-12
SIGIRR,1.99883276330082e-16,0.363856806860411,0.526,0.391,2.83954182354515e-12
SRP19,1.79674608247592e-13,0.362801102075942,0.468,0.357,2.55245748476529e-09
PPP1CA,1.45362046835586e-20,0.361559410159492,0.68,0.571,2.06501323734633e-16
POMP,1.29844353823128e-17,0.361199099401574,0.633,0.523,1.84456889041135e-13
PDE4A,1.85915340295118e-22,0.35985572341022,0.125,0.047,2.64111332423245e-18
NPRL2,7.33169663241528e-17,0.359391092124484,0.181,0.092,1.04154082360092e-12
ZNF276,1.83784418400646e-14,0.358883286099899,0.329,0.215,2.61084144779958e-10
SEPTIN11,2.72101504888209e-16,0.358730335626548,0.187,0.097,3.8654739784419e-12
PREX1,3.75136758664508e-12,0.35816576233283,0.45,0.351,5.329192793588e-08
MSN,3.08380597225494e-39,0.358005852748606,0.852,0.754,4.38085476418537e-35
SPTY2D1,5.11148072757449e-12,0.355161606667992,0.251,0.163,7.26136952159233e-08
DPP9,1.02304696202978e-14,0.354343503441765,0.224,0.131,1.4533405142595e-10
BCL7C,1.78438110542959e-13,0.353991197566667,0.457,0.341,2.53489179837328e-09
ZNRD2,2.80274885962111e-13,0.353766580895919,0.234,0.143,3.98158502997774e-09
ITGB1,3.04377737408077e-21,0.352653981131796,0.63,0.453,4.32399013761914e-17
CYCS,2.03914848416413e-16,0.352501498393783,0.589,0.471,2.89681433660356e-12
CX3CR1,9.8818586149867e-13,0.352336323792875,0.195,0.113,1.40381683484501e-08
GATAD2A,1.75890345248666e-12,0.352223018351977,0.367,0.266,2.49869824460255e-08
ZBTB44,5.94018590526804e-13,0.351442521073005,0.37,0.261,8.43862809702377e-09
TUBB4B,7.18036955382636e-12,0.350446215999057,0.28,0.191,1.02004329881657e-07
ZNF331,3.49049262744983e-13,0.350222880772267,0.27,0.168,4.95859382655523e-09
SLC27A3,3.25551698802198e-14,0.349828262845038,0.13,0.063,4.62478743318403e-10
C9orf16,6.48110839081751e-23,0.349094600552171,0.726,0.619,9.20706257999535e-19
CD320,3.88503062110423e-11,0.348788142924246,0.205,0.125,5.51907450034066e-07
SELENOS,1.152978571616e-11,0.34782421979099,0.353,0.254,1.63792135883769e-07
PSME4,8.99042606820451e-13,0.34761008719239,0.31,0.21,1.27717992724913e-08
NFE2L2,1.70830657937889e-10,0.347390591077446,0.421,0.329,2.42682032666565e-06
WDR37,7.01826710536595e-15,0.347229058349112,0.195,0.107,9.97015024988286e-11
ARPC2,1.12799271320606e-83,0.346848561981523,0.99,0.942,1.60242644838053e-79
RNPEPL1,4.38320105162131e-11,0.345604729024974,0.484,0.386,6.22677541393323e-07
TP53I13,5.73749689107774e-14,0.345413817654289,0.211,0.12,8.15068808346504e-10
SNTB2,6.03115956999544e-15,0.344411290206525,0.158,0.08,8.56786528513552e-11
CASP8,9.89428676246976e-13,0.344240318132209,0.421,0.314,1.40558237747645e-08
TSPAN3,1.39799123645306e-12,0.344205102737494,0.309,0.208,1.98598635050522e-08
RNPS1,3.06756930123501e-15,0.344126205854575,0.583,0.483,4.35778894933445e-11
HENMT1,5.74588947046716e-15,0.343192309586224,0.158,0.08,8.16261058174565e-11
CCDC85B,5.44088221142531e-16,0.341906676286607,0.596,0.466,7.7293172695508e-12
PPP3CA,1.63050125859488e-11,0.341808033111522,0.384,0.287,2.31629008795989e-07
DDX6,2.61341448445719e-34,0.341756724123511,0.852,0.738,3.71261661661988e-30
EIF4G3,5.0612353906922e-13,0.341289191268518,0.234,0.143,7.18999099601734e-09
GALNT3,1.94408070483723e-22,0.340813175380425,0.119,0.043,2.76176104929177e-18
CAST,3.12611537095859e-32,0.33960612696964,0.832,0.733,4.44095949598378e-28
CCDC102A,1.81428353106728e-22,0.338999413644217,0.101,0.033,2.57737118423417e-18
LPP,5.88714594167597e-11,0.338606763361097,0.366,0.272,8.36327952474488e-07
JAZF1,1.82942110522752e-12,0.338404172037335,0.215,0.131,2.59887562208622e-08
BRD1,3.72804105448463e-13,0.337615477990381,0.263,0.165,5.29605512200086e-09
PRMT2,4.51751362232847e-19,0.337055395277671,0.672,0.542,6.41757985187982e-15
ADCY7,3.52442576159811e-12,0.336572133210494,0.257,0.168,5.00679923692628e-08
ARHGEF9,1.84520254318142e-15,0.336038195173972,0.148,0.071,2.62129473284353e-11
LIMK1,1.17988948661837e-13,0.33602934968079,0.135,0.067,1.67615100469006e-09
UBE2S,1.202103395799e-13,0.335985463861571,0.265,0.166,1.70770808407206e-09
NDUFC2,7.02994976955252e-14,0.335564349900327,0.546,0.44,9.98674664262631e-10
TGFBR1,1.2802859672678e-13,0.335444438927953,0.175,0.095,1.81877424510063e-09
ATP8A1,2.10561083027236e-13,0.33506642333502,0.27,0.168,2.99123074548492e-09
RAB8A,7.68254586703919e-13,0.333513392127716,0.415,0.307,1.09138246587159e-08
CCND2,1.25909829358572e-11,0.333381732427511,0.318,0.214,1.78867503586787e-07
EMC6,1.16422431159804e-10,0.333206879472416,0.309,0.221,1.65389705705617e-06
TBCB,4.23670859792854e-12,0.332598972562735,0.429,0.323,6.01866823421729e-08
MXD4,1.22862579078239e-11,0.332319119235964,0.407,0.304,1.74538579838546e-07
MIEN1,1.20806090984444e-09,0.331355532887935,0.286,0.205,1.716171328525e-05
IKZF2,1.55489067345101e-25,0.331279926906115,0.11,0.034,2.20887769070451e-21
PSMB10,6.88683072562991e-12,0.331078589675592,0.452,0.351,9.78343172882984e-08
KCNAB2,2.22773786743336e-10,0.330952300262212,0.359,0.271,3.16472441447582e-06
CASZ1,6.27592268807251e-21,0.330131570086529,0.112,0.04,8.9155757706758e-17
UBE2E3,2.19575288455067e-11,0.329845073978086,0.343,0.249,3.11928654779269e-07
SQSTM1,2.9314182901e-14,0.32934252939805,0.565,0.452,4.16437282291605e-10
PRKX,2.00377130650584e-10,0.329147090057025,0.352,0.263,2.8465575180222e-06
GUK1,3.50891246376248e-26,0.328827102405434,0.794,0.701,4.98476104602097e-22
SLC9A3R1,5.28719941824878e-11,0.328664576151726,0.466,0.366,7.51099549356422e-07
DNM2,2.1525396813132e-10,0.32789767649417,0.316,0.231,3.05789787127354e-06
FGR,5.77731753239403e-16,0.327769423433917,0.411,0.266,8.20725728651896e-12
ARRB1,1.55001653689105e-11,0.327169870428794,0.2,0.123,2.20195349230742e-07
KAT6B,2.11037232833064e-12,0.326683367853034,0.428,0.319,2.9979949296265e-08
SIRT7,1.92656098136882e-11,0.326674879040647,0.302,0.206,2.73687253013255e-07
KDM5B,3.81654109739352e-10,0.3259161109347,0.31,0.221,5.42177828295723e-06
TES,4.94016082461406e-13,0.325150413556507,0.543,0.436,7.01799246744673e-09
LMO4,2.23817488357307e-09,0.32495585763336,0.252,0.178,3.1795512396039e-05
XKR8,3.84318792199784e-14,0.324651310346768,0.125,0.059,5.45963276199013e-10
SBK1,1.62864677947501e-10,0.324062117925556,0.157,0.089,2.3136556149222e-06
RAB27A,7.94297670141576e-12,0.323635498021675,0.373,0.268,1.12837927020312e-07
PFN1,4.69810957491459e-111,0.322692360382171,1,0.986,6.67413446212366e-107
CCZ1,1.79563972574686e-10,0.322496128786508,0.367,0.278,2.55088579439599e-06
GMCL1,2.95066807124364e-10,0.321807834498772,0.258,0.175,4.19171906200871e-06
VPS26B,4.06949527878822e-11,0.321791955820901,0.263,0.174,5.78112499304655e-07
SNRPB,1.03542904122285e-17,0.321429710197114,0.679,0.583,1.47093049596118e-13
PDIA6,1.32560210996758e-11,0.320956820117557,0.461,0.367,1.88315035741994e-07
MAF1,2.41751705159902e-11,0.320899202566056,0.475,0.375,3.43432472350157e-07
ZFYVE28,3.62115670817587e-14,0.320874296221982,0.145,0.071,5.14421521963465e-10
ISCA1,5.83646403502388e-11,0.320440625177093,0.379,0.278,8.29128080815492e-07
DYNLT1,4.21755646763292e-13,0.320346022122082,0.568,0.47,5.99146071791933e-09
COPS6,1.34641454221207e-09,0.319733955585146,0.407,0.312,1.91271649866646e-05
BAX,4.50409506082623e-11,0.319582965393146,0.517,0.425,6.39851744340975e-07
STK10,3.77313136282005e-11,0.319554278229697,0.493,0.41,5.36011041402216e-07
SEC61B,1.96089491772388e-17,0.319313382913165,0.708,0.613,2.78564732011855e-13
VPS26A,2.01515369835382e-10,0.317556990538007,0.297,0.209,2.86272734388143e-06
PAM,1.20124923625179e-18,0.316264866731891,0.11,0.042,1.7064946650193e-14
TSC22D4,8.3991957771455e-11,0.316054626925149,0.467,0.37,1.19318975210129e-06
ARF1,1.39754233667071e-23,0.315693066020023,0.771,0.681,1.98534864347441e-19
ARFGAP3,2.19908073484088e-10,0.315664855720378,0.303,0.214,3.12401409191496e-06
RAP1GDS1,1.44832658926278e-10,0.315168256350457,0.247,0.165,2.0574927527067e-06
RALGDS,9.3325658100521e-14,0.314739089925651,0.195,0.109,1.325784298976e-09
TACC1,3.46656460784112e-10,0.314073606070554,0.366,0.279,4.92460168189909e-06
COQ10B,2.84669758346608e-10,0.313488645215036,0.327,0.235,4.04401858707191e-06
CYB561D2,5.32353201526516e-10,0.312877924137771,0.207,0.133,7.56260958088569e-06
TBK1,1.43330578967906e-09,0.31275913129968,0.199,0.129,2.03615420481807e-05
APOL1,1.64571594793771e-11,0.311762149403036,0.123,0.063,2.33790407564031e-07
TMEM109,1.84443933007799e-10,0.311202930759052,0.303,0.21,2.62021051230879e-06
AKAP13,4.2995971622789e-19,0.309308430246756,0.725,0.626,6.1080077287334e-15
ITGB7,3.44752728794545e-11,0.309275937095125,0.359,0.252,4.89755726525531e-07
JOSD1,7.19824420135416e-10,0.309142776820339,0.309,0.22,1.02258257124437e-05
FAM172A,6.18602196707626e-10,0.307271200407627,0.256,0.171,8.78786280642854e-06
DRAP1,1.99949489449489e-16,0.306971556636889,0.7,0.594,2.84048244711944e-12
CPQ,1.23198779216557e-09,0.306787711340463,0.23,0.154,1.75016185755041e-05
CARD16,1.31323252107933e-08,0.306193620517037,0.473,0.401,0.000186557811944529
APOBR,3.37821001859821e-11,0.306030472292826,0.147,0.083,4.79908515242061e-07
RMDN3,3.47682039684725e-15,0.30576681495023,0.129,0.059,4.9391710557612e-11
CPNE1,2.20703132891115e-08,0.305412392260612,0.399,0.319,0.000313530870585119
NFAT5,4.95510937149419e-09,0.305222631285514,0.28,0.202,7.03922837314464e-05
HDGFL3,1.74937298720207e-24,0.305180554720968,0.1,0.03,2.48515926561926e-20
NHLRC3,1.25158705456621e-09,0.304597721882537,0.27,0.187,1.77800456971676e-05
MNAT1,9.07552979765048e-11,0.304534438809897,0.195,0.117,1.28926976305423e-06
CASP3,2.97037458721377e-11,0.304511726633353,0.207,0.128,4.21971413859588e-07
CREB3L2,1.47907411360486e-11,0.303647373563103,0.163,0.092,2.10117268578706e-07
NCL,5.90342001494614e-43,0.303119270913454,0.929,0.865,8.38639847323249e-39
NARF,2.21767594825556e-10,0.30293803933472,0.268,0.179,3.15043045209184e-06
PSMB6,2.07232934115905e-10,0.302443485970911,0.462,0.372,2.94395106205054e-06
SYT11,3.13273790829556e-14,0.301976171939877,0.134,0.065,4.45036747252467e-10
SHFL,5.84190700019869e-08,0.300233396656418,0.367,0.288,0.000829901308448226
RRAS2,1.14103510981935e-12,0.300220325264333,0.165,0.089,1.62095447700937e-08
SRPK2,3.85909746765377e-09,0.299723001325376,0.4,0.308,5.48223386254895e-05
RPS19BP1,1.78943185016559e-09,0.299580720437215,0.463,0.375,2.54206688634524e-05
TRA2A,3.08789363170651e-11,0.299343558599505,0.573,0.491,4.38666169320227e-07
SOS2,4.0736239247924e-09,0.299187550123557,0.27,0.192,5.78699014756008e-05
DIAPH1,1.89216150531788e-12,0.299086661853581,0.533,0.436,2.68800463445458e-08
STK39,1.02032481210208e-09,0.298337124124975,0.175,0.107,1.44947342807221e-05
DGKD,6.17277767353265e-11,0.298206294004499,0.31,0.211,8.76904796302048e-07
PDZD8,9.11667469002731e-11,0.297945553479696,0.214,0.136,1.29511480646528e-06
PIGT,3.11411446911165e-07,0.29774170723715,0.242,0.179,0.00442391101482001
RALY,5.06822248898627e-10,0.297739623095297,0.493,0.415,7.1999168678539e-06
SETD3,2.85598168686836e-08,0.297696909755057,0.221,0.153,0.00040572075843652
ETS1,7.48879259411146e-26,0.297405164748401,0.932,0.763,1.06385787591947e-21
APOL2,7.44895442306617e-10,0.297192809437762,0.247,0.167,1.05819846534078e-05
GLTP,2.15807851107959e-08,0.29688284363905,0.376,0.298,0.000306576633283966
RNF19A,2.76247441358132e-09,0.296835244323831,0.41,0.321,3.92437115193363e-05
HLA-C,4.52809962444211e-129,0.296536380372146,1,1,6.43261832648246e-125
FAM177A1,1.48830578419967e-07,0.296121460778759,0.288,0.217,0.00211428719703405
LPGAT1,1.59645849833732e-09,0.296101744810818,0.353,0.268,2.267928942738e-05
PPP1R12A,1.03311719744797e-10,0.295478945475725,0.503,0.405,1.46764629069458e-06
TBC1D10C,9.49858136236812e-12,0.294938981150196,0.584,0.471,1.34936846833802e-07
RSRP1,9.3117449778255e-18,0.294665725367695,0.707,0.635,1.32282649154989e-13
PRKACB,4.2117507699456e-10,0.294618236990765,0.42,0.319,5.98321314378472e-06
TINF2,2.31196321331105e-09,0.294322344682007,0.239,0.162,3.28437494082968e-05
UCHL5,5.29871968566482e-09,0.294218042486713,0.233,0.159,7.52736118545544e-05
FNDC3B,4.32233896242903e-09,0.293160667514646,0.21,0.138,6.14031473002668e-05
TNIK,9.9921592148011e-11,0.292854392248658,0.296,0.198,1.41948613805464e-06
PHPT1,4.90298686947161e-08,0.292637182523326,0.356,0.281,0.000696518314677137
SSH1,1.45360181152692e-09,0.29262048383731,0.148,0.088,2.06498673345515e-05
EHD1,5.14559047212525e-09,0.292187307753279,0.287,0.206,7.30982582470112e-05
ABCF1,2.11448824418854e-10,0.292153505596053,0.345,0.248,3.00384199969425e-06
TSSC4,4.19233904669018e-09,0.291861013357976,0.264,0.185,5.95563684972807e-05
SLC38A1,7.76942715967319e-12,0.29159992672174,0.555,0.435,1.10372482230317e-07
SORL1,1.1520066305754e-09,0.291590811054671,0.505,0.416,1.63654061939541e-05
HLA-A,9.67207425194861e-138,0.291570638247066,1,1,1.37401486823182e-133
UBE2I,1.17262747006872e-11,0.291515856472087,0.614,0.544,1.66583458397962e-07
ALYREF,2.66194388621117e-08,0.291440706311786,0.374,0.299,0.000378155748475159
CD2BP2,3.97306564255809e-08,0.29140210095256,0.267,0.193,0.000564413705181802
CCDC12,4.79324382353097e-09,0.291337714152366,0.463,0.376,6.8092821757081e-05
ATG4D,1.05424631031327e-10,0.291245696940377,0.138,0.075,1.49766230843103e-06
TWF1,4.29802588008477e-09,0.291049008300273,0.238,0.162,6.10577556524843e-05
GPAA1,1.85356127420269e-08,0.29104207963136,0.239,0.166,0.000263316914613234
HMOX2,2.83350496569021e-09,0.289077243796957,0.322,0.231,4.02527715425951e-05
ATP5IF1,4.5800355895141e-18,0.288785047193437,0.73,0.65,6.50639855846373e-14
