p_val,avg_log2FC,pct.1,pct.2,p_val_adj
MCOLN2,3.01223748662414e-12,0.317878265206087,0.22,0.028,4.50299381875443e-08
COIL,2.49946467402127e-08,0.317593982930625,0.366,0.094,0.00037364497411944
REXO4,1.01993974223108e-06,0.316393553145213,0.366,0.114,0.0152470792066125
AL109811.3,1.72943188612191e-07,0.315667785459636,0.317,0.082,0.00258532772656364
DGKD,2.50405790059257e-06,0.314105719463355,0.537,0.213,0.0374331615559583
NAA15,1.76928705242443e-06,0.311220252099323,0.537,0.205,0.0264490721466928
BLOC1S4,1.2418548690128e-06,0.310962140808321,0.488,0.173,0.0185644884368724
CRY1,1.85858869713805e-13,0.309419190266171,0.317,0.048,2.77840424335168e-09
ITGB7,5.56163295784315e-07,0.309355044755967,0.366,0.108,0.00831408510867973
ABCA2,6.80538199299304e-15,0.305410757600161,0.22,0.022,1.01733655413253e-10
PHF1,1.75922918454799e-09,0.305272190046178,0.415,0.104,2.62987170798079e-05
TSTD2,6.1290062433707e-07,0.305239445796964,0.22,0.047,0.00916225143321487
PDE4D,5.3205235360227e-07,0.304633261624622,0.439,0.14,0.00795365063400033
NIP7,7.34253575160795e-09,0.304349813351127,0.341,0.081,0.000109763566950787
ZNHIT6,6.29150512400436e-07,0.300270604933929,0.341,0.098,0.00940517100987412
RGS1,9.14132806727273e-19,0.299907936438507,0.244,0.021,1.3665371327766e-14
PLEKHA1,5.39110115753415e-08,0.299870094146517,0.317,0.078,0.000805915712039779
CD160,1.60396531727587e-25,0.299858393240893,0.22,0.011,2.3977677527957e-21
DHRS1,6.23469917183834e-07,0.297574640988849,0.39,0.118,0.00932025179198114
MARCH9,2.03070198536112e-09,0.296525105343182,0.317,0.067,3.03569639791634e-05
ENC1,8.80786242620348e-09,0.296479225431133,0.366,0.09,0.000131668735409316
HELB,1.29668619401012e-09,0.295354158933601,0.415,0.102,1.93841619142573e-05
SLA2,1.4301897353505e-12,0.294465766292531,0.22,0.026,2.13799063537546e-08
FBXO44,5.40980697474644e-13,0.292503749917612,0.317,0.049,8.08712044654845e-09
KLRK1,2.70729972674224e-32,0.290471628440388,0.195,0.006,4.04714236150697e-28
BICDL1,3.43472519250829e-34,0.289996403704803,0.244,0.009,5.13457069028064e-30
TTC16,3.44460596149831e-41,0.288355799783135,0.171,0.002,5.14934145184382e-37
RAP1GDS1,1.5788230381423e-06,0.28183896507324,0.512,0.187,0.0236018255971893
TTC39B,1.96854985192057e-06,0.281623229902068,0.317,0.091,0.0294278517363606
SVIP,7.59900717553608e-09,0.281016925127467,0.415,0.109,0.000113597558267089
TGS1,3.54256608926177e-08,0.280013906257856,0.366,0.094,0.000529578204683742
CASK,8.98984029620561e-10,0.279646080648622,0.366,0.08,1.34389122587978e-05
PRR5,1.4137920011245e-07,0.27947177031125,0.244,0.051,0.00211347766248101
ZNF101,2.36484392731446e-10,0.279425148973295,0.341,0.069,3.53520518694239e-06
SLAMF6,5.60033744104604e-36,0.277990517375236,0.268,0.011,8.37194444061973e-32
YPEL1,4.45345165689561e-14,0.277508872704394,0.195,0.018,6.65746488189325e-10
SCML4,2.36704122799325e-17,0.277142977217435,0.22,0.018,3.5384899317271e-13
INSIG2,3.18571844827386e-07,0.275765323288177,0.341,0.094,0.00476233050832459
IL12RB1,1.52263068365012e-06,0.275424766917579,0.415,0.135,0.0227618060898857
ABHD17B,2.70083772366705e-08,0.274990246503075,0.366,0.091,0.000403748231310988
RGPD5,1.90798013213617e-06,0.273152967593852,0.293,0.08,0.0285223949953035
FAM102A,2.28464144317137e-11,0.272652799613702,0.244,0.035,3.41531049339688e-07
PPP3CC,1.09835158878868e-06,0.272082732461374,0.366,0.11,0.016419257900802
ZNF92,1.45955379797055e-07,0.271294735523803,0.39,0.108,0.00218188697258618
ZNF766,9.87685341742283e-07,0.270921571007959,0.366,0.11,0.0147649081737054
ARNTL,2.0002951215687e-06,0.268656557213524,0.415,0.136,0.0299024117723305
PRR5L,5.34040425781894e-07,0.266664650385069,0.22,0.046,0.00798337032501353
SLFN13,2.35304265016494e-16,0.266288872055319,0.22,0.019,3.51756345773157e-12
ATP2A3,5.33537663228975e-09,0.265777037831426,0.561,0.167,7.97585452760995e-05
TAB3,2.74081036093213e-06,0.263855140560371,0.463,0.162,0.0409723740855745
DNASE1,2.51756625430842e-07,0.262661005816703,0.22,0.044,0.00376350979356566
SP4,2.18288367672424e-13,0.262583875741795,0.268,0.035,3.26319280833507e-09
SHISAL2A,5.38118176229006e-33,0.262530700254702,0.22,0.008,8.04432861644741e-29
USP11,1.3793336433449e-06,0.262491571977226,0.268,0.07,0.0206196586343629
FASTKD2,3.17701724895772e-08,0.261777916792693,0.39,0.104,0.000474932308546689
RABL2B,2.9016904338544e-07,0.260926077414666,0.317,0.083,0.00433773702956894
LRBA,9.03153821633077e-07,0.260847041487853,0.39,0.12,0.0135012464795929
CARD11,1.02875661931619e-22,0.260724729282903,0.244,0.016,1.53788827021577e-18
ZNF141,1.94914074277203e-06,0.260474545627956,0.268,0.069,0.029137704963699
RNF157,1.05406661644101e-20,0.260068812697808,0.22,0.015,1.57572418491767e-16
CASP8AP2,3.70315251338574e-07,0.259595232427989,0.341,0.092,0.00553584269226035
MANF,2.8417696749717e-06,0.258786222559976,0.39,0.127,0.0424816148711519
MRFAP1L1,1.37041950964126e-06,0.258313094273368,0.293,0.079,0.0204864012496272
TARSL2,3.32735015833898e-08,0.258153058938587,0.341,0.084,0.000497405575170094
ZNF507,4.57474455187953e-13,0.251956320371585,0.171,0.015,6.8387856306047e-09
ANKRD36C,4.21699385361194e-08,0.251525703425656,0.293,0.065,0.000630398411176449
ACTB,3.09158489737867e-06,-0.343814223001518,1,1,0.0462161026309137
OAZ1,9.29299033481197e-07,-0.457934410900859,1,0.993,0.0138920912515104
GNAI2,1.43647596867043e-06,-0.560624374252677,0.976,0.969,0.0214738792556542
FTH1,2.33555326205354e-07,-0.56948310994802,1,1,0.00349141857144384
PSAP,9.76149817458663e-08,-0.614898580551667,1,0.991,0.00145924636211896
S100A4,6.97963381522081e-08,-0.643637221612318,1,0.996,0.00104338545903736
FKBP1A,2.10523294499591e-07,-0.648834253736376,0.927,0.921,0.00314711272947439
RNF130,2.6960590271316e-06,-0.66921096149545,0.878,0.889,0.0403033863965903
BRI3,6.53958160071219e-08,-0.671173814546109,1,0.957,0.000977602053490466
ASAH1,1.89151808224544e-06,-0.682381433415361,1,0.942,0.028276303811487
GSTP1,2.11545297285447e-06,-0.692034781152608,0.902,0.961,0.0316239064912015
CTSZ,5.51849449877423e-07,-0.725843745402753,0.805,0.849,0.00824959742621759
COTL1,7.17482208452027e-10,-0.726011958099154,1,0.994,1.07256415341494e-05
CTSS,7.01006644055165e-12,-0.754906323443926,1,0.999,1.04793483219807e-07
LGALS1,1.77132790003695e-06,-0.761487026630603,0.927,0.965,0.0264795807776524
FTL,5.16798761356573e-12,-0.763748535253186,1,0.999,7.72562468351942e-08
FCN1,3.58666618270876e-07,-0.764246600990559,0.951,0.962,0.00536170727653133
CD68,3.27925727337829e-06,-0.769593925051298,0.756,0.872,0.0490216169797321
SPI1,7.09125008836288e-07,-0.772799408133117,0.902,0.916,0.0106007097570937
AIF1,2.48117738300271e-06,-0.773448894307491,0.976,0.979,0.0370911206985074
FCER1G,6.91544342928494e-07,-0.797230848531644,0.927,0.969,0.0103378963824381
S100A6,5.54142167772799e-11,-0.801920190641977,1,0.999,8.28387126603557e-07
TKT,3.51815022380878e-09,-0.813012834319945,0.976,0.959,5.25928276957175e-05
TYROBP,1.10722181731428e-11,-0.832489577182284,1,0.993,1.65518589470312e-07
VIM,5.94379225932882e-09,-0.854563365121543,1,0.989,8.88537504847065e-05
CST3,1.68826293227739e-09,-0.8630085670667,1,0.995,2.52378425746148e-05
LYZ,7.8062103794964e-08,-1.0062968442199,1,0.994,0.00116695038963092
LST1,1.18851048621959e-09,-1.01036038525194,0.951,0.982,1.77670432584966e-05
CSTA,5.18292267586996e-09,-1.09650754787355,0.78,0.903,7.74795110815801e-05
